('n hdbs', 8499)
('adress', 'ADMIRALTY DR 353A', 'lease_commence_date', '2002', 'ntransactions', 43)
('adress', 'MONTREAL DR 588B', 'lease_commence_date', '2002', 'ntransactions', 29)
('adress', 'MONTREAL DR 588C', 'lease_commence_date', '2003', 'ntransactions', 39)
('adress', 'MONTREAL DR 589A', 'lease_commence_date', '2002', 'ntransactions', 45)
('adress', 'MONTREAL DR 589B', 'lease_commence_date', '2002', 'ntransactions', 50)
('adress', 'MONTREAL DR 589C', 'lease_commence_date', '2002', 'ntransactions', 37)
('adress', 'MONTREAL DR 589D', 'lease_commence_date', '2003', 'ntransactions', 31)
('adress', 'MOULMEIN RD 69', 'lease_commence_date', '1972', 'ntransactions', 33)
('adress', 'NEW MKT RD 32', 'lease_commence_date', '1983', 'ntransactions', 49)
('adress', 'NEW UPP CHANGI RD 208', 'lease_commence_date', '1979', 'ntransactions', 28)
('adress', 'NEW UPP CHANGI RD 210', 'lease_commence_date', '1980', 'ntransactions', 24)
('adress', 'NEW UPP CHANGI RD 211', 'lease_commence_date', '1980', 'ntransactions', 17)
('adress', 'NEW UPP CHANGI RD 24', 'lease_commence_date', '1978', 'ntransactions', 65)
('adress', 'NEW UPP CHANGI RD 25', 'lease_commence_date', '1974', 'ntransactions', 1)
('adress', 'NEW UPP CHANGI RD 26', 'lease_commence_date', '1974', 'ntransactions', 2)
('adress', 'NEW UPP CHANGI RD 27', 'lease_commence_date', '1982', 'ntransactions', 137)
('adress', 'NEW UPP CHANGI RD 28', 'lease_commence_date', '1977', 'ntransactions', 119)
('adress', 'NEW UPP CHANGI RD 29', 'lease_commence_date', '1977', 'ntransactions', 113)
('adress', 'NEW UPP CHANGI RD 30', 'lease_commence_date', '1977', 'ntransactions', 111)
('adress', 'NEW UPP CHANGI RD 51', 'lease_commence_date', '1977', 'ntransactions', 99)
('adress', 'NEW UPP CHANGI RD 52', 'lease_commence_date', '1977', 'ntransactions', 60)
('adress', 'NEW UPP CHANGI RD 53', 'lease_commence_date', '1977', 'ntransactions', 51)
('adress', 'NEW UPP CHANGI RD 54', 'lease_commence_date', '1977', 'ntransactions', 32)
('adress', 'NEW UPP CHANGI RD 55', 'lease_commence_date', '1977', 'ntransactions', 48)
('adress', 'NEW UPP CHANGI RD 56', 'lease_commence_date', '1978', 'ntransactions', 4)
('adress', 'NEW UPP CHANGI RD 57', 'lease_commence_date', '1985', 'ntransactions', 143)
('adress', 'NEW UPP CHANGI RD 59', 'lease_commence_date', '1978', 'ntransactions', 10)
('adress', 'NEW UPP CHANGI RD 60', 'lease_commence_date', '1977', 'ntransactions', 40)
('adress', 'NEW UPP CHANGI RD 61', 'lease_commence_date', '1977', 'ntransactions', 42)
('adress', 'NEW UPP CHANGI RD 62', 'lease_commence_date', '1978', 'ntransactions', 41)
('adress', 'NEW UPP CHANGI RD 63', 'lease_commence_date', '1978', 'ntransactions', 51)
('adress', 'NEW UPP CHANGI RD 64', 'lease_commence_date', '1978', 'ntransactions', 41)
('adress', 'NEW UPP CHANGI RD 65', 'lease_commence_date', '1978', 'ntransactions', 37)
('adress', 'NTH BRIDGE RD 12', 'lease_commence_date', '1975', 'ntransactions', 29)
('adress', 'NTH BRIDGE RD 467', 'lease_commence_date', '1978', 'ntransactions', 61)
('adress', 'NTH BRIDGE RD 468', 'lease_commence_date', '1979', 'ntransactions', 52)
('adress', 'OLD AIRPORT RD 95', 'lease_commence_date', '1969', 'ntransactions', 43)
('adress', 'OLD AIRPORT RD 99', 'lease_commence_date', '1969', 'ntransactions', 58)
('adress', 'OWEN RD 44', 'lease_commence_date', '1979', 'ntransactions', 33)
('adress', 'OWEN RD 46', 'lease_commence_date', '1982', 'ntransactions', 29)
('adress', 'PANDAN GDNS 401', 'lease_commence_date', '1979', 'ntransactions', 48)
('adress', 'PANDAN GDNS 402', 'lease_commence_date', '1978', 'ntransactions', 44)
('adress', 'PANDAN GDNS 403', 'lease_commence_date', '1979', 'ntransactions', 63)
('adress', 'PANDAN GDNS 404', 'lease_commence_date', '1979', 'ntransactions', 45)
('adress', 'PANDAN GDNS 405', 'lease_commence_date', '1979', 'ntransactions', 25)
('adress', 'PANDAN GDNS 406', 'lease_commence_date', '1979', 'ntransactions', 48)
('adress', 'PANDAN GDNS 407', 'lease_commence_date', '1979', 'ntransactions', 56)
('adress', 'PANDAN GDNS 408', 'lease_commence_date', '1978', 'ntransactions', 37)
('adress', 'PANDAN GDNS 409', 'lease_commence_date', '1978', 'ntransactions', 41)
('adress', 'PANDAN GDNS 410', 'lease_commence_date', '1979', 'ntransactions', 89)
('adress', 'PANDAN GDNS 411', 'lease_commence_date', '1979', 'ntransactions', 94)
('adress', 'PANDAN GDNS 412', 'lease_commence_date', '1979', 'ntransactions', 85)
('adress', 'PANDAN GDNS 413', 'lease_commence_date', '1979', 'ntransactions', 47)
('adress', 'PANDAN GDNS 414', 'lease_commence_date', '1978', 'ntransactions', 37)
('adress', 'PANDAN GDNS 415', 'lease_commence_date', '1982', 'ntransactions', 5)
('adress', 'PANDAN GDNS 416', 'lease_commence_date', '1982', 'ntransactions', 4)
('adress', 'PASIR RIS DR 1 531', 'lease_commence_date', '1992', 'ntransactions', 30)
('adress', 'PASIR RIS DR 1 532', 'lease_commence_date', '1992', 'ntransactions', 24)
('adress', 'PASIR RIS DR 1 533', 'lease_commence_date', '1992', 'ntransactions', 19)
('adress', 'PASIR RIS DR 1 534', 'lease_commence_date', '1992', 'ntransactions', 30)
('adress', 'PASIR RIS DR 1 535', 'lease_commence_date', '1992', 'ntransactions', 21)
('adress', 'PASIR RIS DR 1 536', 'lease_commence_date', '1992', 'ntransactions', 15)
('adress', 'PASIR RIS DR 1 634', 'lease_commence_date', '1995', 'ntransactions', 68)
('adress', 'PASIR RIS DR 1 635', 'lease_commence_date', '1995', 'ntransactions', 39)
('adress', 'PASIR RIS DR 1 636', 'lease_commence_date', '1995', 'ntransactions', 35)
('adress', 'PASIR RIS DR 1 637', 'lease_commence_date', '1995', 'ntransactions', 56)
('adress', 'PASIR RIS DR 1 638', 'lease_commence_date', '1995', 'ntransactions', 30)
('adress', 'PASIR RIS DR 1 639', 'lease_commence_date', '1995', 'ntransactions', 73)
('adress', 'PASIR RIS DR 1 640', 'lease_commence_date', '1995', 'ntransactions', 65)
('adress', 'PASIR RIS DR 1 641', 'lease_commence_date', '1995', 'ntransactions', 40)
('adress', 'PASIR RIS DR 10 642', 'lease_commence_date', '1995', 'ntransactions', 18)
('adress', 'PASIR RIS DR 10 643', 'lease_commence_date', '1995', 'ntransactions', 32)
('adress', 'PASIR RIS DR 10 644', 'lease_commence_date', '1995', 'ntransactions', 20)
('adress', 'PASIR RIS DR 10 645', 'lease_commence_date', '1995', 'ntransactions', 38)
('adress', 'PASIR RIS DR 10 646', 'lease_commence_date', '1995', 'ntransactions', 27)
('adress', 'PASIR RIS DR 10 647', 'lease_commence_date', '1995', 'ntransactions', 17)
('adress', 'PASIR RIS DR 10 648', 'lease_commence_date', '1995', 'ntransactions', 21)
('adress', 'PASIR RIS DR 10 649', 'lease_commence_date', '1995', 'ntransactions', 27)
('adress', 'PASIR RIS DR 10 650', 'lease_commence_date', '1995', 'ntransactions', 17)
('adress', 'PASIR RIS DR 10 651', 'lease_commence_date', '1995', 'ntransactions', 19)
('adress', 'PASIR RIS DR 10 700', 'lease_commence_date', '1996', 'ntransactions', 28)
('adress', 'PASIR RIS DR 10 701', 'lease_commence_date', '1996', 'ntransactions', 25)
('adress', 'PASIR RIS DR 10 702', 'lease_commence_date', '1996', 'ntransactions', 15)
('adress', 'PASIR RIS DR 10 703', 'lease_commence_date', '1996', 'ntransactions', 24)
('adress', 'PASIR RIS DR 10 704', 'lease_commence_date', '1996', 'ntransactions', 17)
('adress', 'PASIR RIS DR 10 705', 'lease_commence_date', '1996', 'ntransactions', 13)
('adress', 'PASIR RIS DR 10 706', 'lease_commence_date', '1996', 'ntransactions', 22)
('adress', 'PASIR RIS DR 10 707', 'lease_commence_date', '1996', 'ntransactions', 31)
('adress', 'PASIR RIS DR 10 708', 'lease_commence_date', '1996', 'ntransactions', 40)
('adress', 'PASIR RIS DR 10 709', 'lease_commence_date', '1996', 'ntransactions', 30)
('adress', 'PASIR RIS DR 10 736', 'lease_commence_date', '1996', 'ntransactions', 78)
('adress', 'PASIR RIS DR 10 737', 'lease_commence_date', '1996', 'ntransactions', 79)
('adress', 'PASIR RIS DR 10 738', 'lease_commence_date', '1996', 'ntransactions', 61)
('adress', 'PASIR RIS DR 10 739', 'lease_commence_date', '1996', 'ntransactions', 77)
('adress', 'PASIR RIS DR 3 626', 'lease_commence_date', '1995', 'ntransactions', 65)
('adress', 'PASIR RIS DR 3 627', 'lease_commence_date', '1995', 'ntransactions', 40)
('adress', 'PASIR RIS DR 3 628', 'lease_commence_date', '1995', 'ntransactions', 37)
('adress', 'PASIR RIS DR 3 629', 'lease_commence_date', '1995', 'ntransactions', 52)
('adress', 'PASIR RIS DR 3 630', 'lease_commence_date', '1995', 'ntransactions', 44)
('adress', 'PASIR RIS DR 3 631', 'lease_commence_date', '1995', 'ntransactions', 53)
('adress', 'PASIR RIS DR 3 632', 'lease_commence_date', '1995', 'ntransactions', 33)
('adress', 'PASIR RIS DR 3 633', 'lease_commence_date', '1995', 'ntransactions', 66)
('adress', 'PASIR RIS DR 4 231', 'lease_commence_date', '1993', 'ntransactions', 51)
('adress', 'PASIR RIS DR 4 232', 'lease_commence_date', '1993', 'ntransactions', 36)
('adress', 'PASIR RIS DR 4 233', 'lease_commence_date', '1993', 'ntransactions', 45)
('adress', 'PASIR RIS DR 4 234', 'lease_commence_date', '1993', 'ntransactions', 64)
('adress', 'PASIR RIS DR 4 440', 'lease_commence_date', '1989', 'ntransactions', 33)
('adress', 'PASIR RIS DR 4 456', 'lease_commence_date', '1992', 'ntransactions', 32)
('adress', 'PASIR RIS DR 4 457', 'lease_commence_date', '1992', 'ntransactions', 32)
('adress', 'PASIR RIS DR 4 458', 'lease_commence_date', '1992', 'ntransactions', 68)
('adress', 'PASIR RIS DR 4 459', 'lease_commence_date', '1992', 'ntransactions', 36)
('adress', 'PASIR RIS DR 4 460', 'lease_commence_date', '1992', 'ntransactions', 32)
('adress', 'PASIR RIS DR 4 461', 'lease_commence_date', '1992', 'ntransactions', 52)
('adress', 'PASIR RIS DR 4 478', 'lease_commence_date', '1992', 'ntransactions', 48)
('adress', 'PASIR RIS DR 4 479', 'lease_commence_date', '1992', 'ntransactions', 39)
('adress', 'PASIR RIS DR 4 480', 'lease_commence_date', '1992', 'ntransactions', 35)
('adress', 'PASIR RIS DR 4 481', 'lease_commence_date', '1992', 'ntransactions', 41)
('adress', 'PASIR RIS DR 4 482', 'lease_commence_date', '1989', 'ntransactions', 59)
('adress', 'PASIR RIS DR 4 483', 'lease_commence_date', '1989', 'ntransactions', 50)
('adress', 'PASIR RIS DR 4 484', 'lease_commence_date', '1992', 'ntransactions', 49)
('adress', 'PASIR RIS DR 4 485', 'lease_commence_date', '1992', 'ntransactions', 8)
('adress', 'PASIR RIS DR 4 486', 'lease_commence_date', '1992', 'ntransactions', 46)
('adress', 'PASIR RIS DR 4 487', 'lease_commence_date', '1992', 'ntransactions', 60)
('adress', 'PASIR RIS DR 6 405', 'lease_commence_date', '1989', 'ntransactions', 48)
('adress', 'PASIR RIS DR 6 406', 'lease_commence_date', '1989', 'ntransactions', 34)
('adress', 'PASIR RIS DR 6 407', 'lease_commence_date', '1990', 'ntransactions', 21)
('adress', 'PASIR RIS DR 6 408', 'lease_commence_date', '1990', 'ntransactions', 27)
('adress', 'PASIR RIS DR 6 409', 'lease_commence_date', '1989', 'ntransactions', 34)
('adress', 'PASIR RIS DR 6 410', 'lease_commence_date', '1989', 'ntransactions', 8)
('adress', 'PASIR RIS DR 6 411', 'lease_commence_date', '1990', 'ntransactions', 48)
('adress', 'PASIR RIS DR 6 412', 'lease_commence_date', '1989', 'ntransactions', 36)
('adress', 'PASIR RIS DR 6 413', 'lease_commence_date', '1989', 'ntransactions', 8)
('adress', 'PASIR RIS DR 6 414', 'lease_commence_date', '1990', 'ntransactions', 31)
('adress', 'PASIR RIS DR 6 415', 'lease_commence_date', '1990', 'ntransactions', 30)
('adress', 'PASIR RIS DR 6 416', 'lease_commence_date', '1989', 'ntransactions', 50)
('adress', 'PASIR RIS DR 6 417', 'lease_commence_date', '1990', 'ntransactions', 69)
('adress', 'PASIR RIS DR 6 418', 'lease_commence_date', '1989', 'ntransactions', 52)
('adress', 'PASIR RIS DR 6 419', 'lease_commence_date', '1989', 'ntransactions', 35)
('adress', 'PASIR RIS DR 6 420', 'lease_commence_date', '1989', 'ntransactions', 4)
('adress', 'PASIR RIS DR 6 421', 'lease_commence_date', '1989', 'ntransactions', 38)
('adress', 'PASIR RIS DR 6 422', 'lease_commence_date', '1989', 'ntransactions', 35)
('adress', 'PASIR RIS DR 6 423', 'lease_commence_date', '1989', 'ntransactions', 38)
('adress', 'PASIR RIS DR 6 424', 'lease_commence_date', '1989', 'ntransactions', 13)
('adress', 'PASIR RIS DR 6 425', 'lease_commence_date', '1989', 'ntransactions', 50)
('adress', 'PASIR RIS DR 6 426', 'lease_commence_date', '1988', 'ntransactions', 66)
('adress', 'PASIR RIS DR 6 427', 'lease_commence_date', '1988', 'ntransactions', 43)
('adress', 'PASIR RIS DR 6 428', 'lease_commence_date', '1990', 'ntransactions', 45)
('adress', 'PASIR RIS DR 6 429', 'lease_commence_date', '1990', 'ntransactions', 42)
('adress', 'PASIR RIS DR 6 442', 'lease_commence_date', '1989', 'ntransactions', 23)
('adress', 'PASIR RIS DR 6 446', 'lease_commence_date', '1989', 'ntransactions', 43)
('adress', 'PASIR RIS DR 6 447', 'lease_commence_date', '1989', 'ntransactions', 11)
('adress', 'PASIR RIS DR 6 448', 'lease_commence_date', '1989', 'ntransactions', 23)
('adress', 'PASIR RIS DR 6 449', 'lease_commence_date', '1989', 'ntransactions', 2)
('adress', 'PASIR RIS DR 6 450', 'lease_commence_date', '1989', 'ntransactions', 30)
('adress', 'PASIR RIS DR 6 451', 'lease_commence_date', '1989', 'ntransactions', 24)
('adress', 'PASIR RIS DR 6 452', 'lease_commence_date', '1989', 'ntransactions', 28)
('adress', 'PASIR RIS DR 6 453', 'lease_commence_date', '1989', 'ntransactions', 33)
('adress', 'PASIR RIS DR 6 454', 'lease_commence_date', '1989', 'ntransactions', 18)
('adress', 'PASIR RIS DR 6 455', 'lease_commence_date', '1989', 'ntransactions', 7)
('adress', 'PASIR RIS DR 6 467', 'lease_commence_date', '1989', 'ntransactions', 32)
('adress', 'PASIR RIS DR 6 468', 'lease_commence_date', '1989', 'ntransactions', 34)
('adress', 'PASIR RIS DR 6 469', 'lease_commence_date', '1989', 'ntransactions', 39)
('adress', 'PASIR RIS DR 6 470', 'lease_commence_date', '1989', 'ntransactions', 36)
('adress', 'PASIR RIS DR 6 471', 'lease_commence_date', '1989', 'ntransactions', 9)
('adress', 'PASIR RIS DR 6 472', 'lease_commence_date', '1989', 'ntransactions', 59)
('adress', 'PASIR RIS DR 6 473', 'lease_commence_date', '1989', 'ntransactions', 66)
('adress', 'PASIR RIS DR 6 474', 'lease_commence_date', '1989', 'ntransactions', 40)
('adress', 'PASIR RIS DR 6 475', 'lease_commence_date', '1990', 'ntransactions', 50)
('adress', 'PASIR RIS DR 6 476', 'lease_commence_date', '1989', 'ntransactions', 50)
('adress', 'PASIR RIS DR 6 477', 'lease_commence_date', '1989', 'ntransactions', 74)
('adress', 'PASIR RIS ST 11 109', 'lease_commence_date', '1990', 'ntransactions', 42)
('adress', 'PASIR RIS ST 11 110', 'lease_commence_date', '1990', 'ntransactions', 57)
('adress', 'PASIR RIS ST 11 111', 'lease_commence_date', '1990', 'ntransactions', 12)
('adress', 'PASIR RIS ST 11 112', 'lease_commence_date', '1990', 'ntransactions', 62)
('adress', 'PASIR RIS ST 11 113', 'lease_commence_date', '1990', 'ntransactions', 55)
('adress', 'PASIR RIS ST 11 114', 'lease_commence_date', '1989', 'ntransactions', 69)
('adress', 'PASIR RIS ST 11 115', 'lease_commence_date', '1989', 'ntransactions', 47)
('adress', 'PASIR RIS ST 11 116', 'lease_commence_date', '1989', 'ntransactions', 12)
('adress', 'PASIR RIS ST 11 117', 'lease_commence_date', '1990', 'ntransactions', 51)
('adress', 'PASIR RIS ST 11 118', 'lease_commence_date', '1989', 'ntransactions', 56)
('adress', 'PASIR RIS ST 11 119', 'lease_commence_date', '1989', 'ntransactions', 40)
('adress', 'PASIR RIS ST 11 120', 'lease_commence_date', '1988', 'ntransactions', 5)
('adress', 'PASIR RIS ST 11 121', 'lease_commence_date', '1989', 'ntransactions', 53)
('adress', 'PASIR RIS ST 11 122', 'lease_commence_date', '1989', 'ntransactions', 60)
('adress', 'PASIR RIS ST 11 123', 'lease_commence_date', '1988', 'ntransactions', 3)
('adress', 'PASIR RIS ST 11 124', 'lease_commence_date', '1989', 'ntransactions', 69)
('adress', 'PASIR RIS ST 11 125', 'lease_commence_date', '1989', 'ntransactions', 49)
('adress', 'PASIR RIS ST 11 126', 'lease_commence_date', '1989', 'ntransactions', 79)
('adress', 'PASIR RIS ST 11 127', 'lease_commence_date', '1989', 'ntransactions', 57)
('adress', 'PASIR RIS ST 11 128', 'lease_commence_date', '1988', 'ntransactions', 36)
('adress', 'PASIR RIS ST 11 129', 'lease_commence_date', '1988', 'ntransactions', 45)
('adress', 'PASIR RIS ST 11 130', 'lease_commence_date', '1994', 'ntransactions', 19)
('adress', 'PASIR RIS ST 11 131', 'lease_commence_date', '1994', 'ntransactions', 20)
('adress', 'PASIR RIS ST 11 132', 'lease_commence_date', '1994', 'ntransactions', 13)
('adress', 'PASIR RIS ST 11 133', 'lease_commence_date', '1994', 'ntransactions', 15)
('adress', 'PASIR RIS ST 11 134', 'lease_commence_date', '1994', 'ntransactions', 28)
('adress', 'PASIR RIS ST 11 135', 'lease_commence_date', '1994', 'ntransactions', 23)
('adress', 'PASIR RIS ST 11 136', 'lease_commence_date', '1994', 'ntransactions', 22)
('adress', 'PASIR RIS ST 11 137', 'lease_commence_date', '1994', 'ntransactions', 16)
('adress', 'PASIR RIS ST 11 138', 'lease_commence_date', '1994', 'ntransactions', 27)
('adress', 'PASIR RIS ST 11 139', 'lease_commence_date', '1994', 'ntransactions', 48)
('adress', 'PASIR RIS ST 11 140', 'lease_commence_date', '1994', 'ntransactions', 35)
('adress', 'PASIR RIS ST 11 141', 'lease_commence_date', '1995', 'ntransactions', 21)
('adress', 'PASIR RIS ST 11 142', 'lease_commence_date', '1994', 'ntransactions', 82)
('adress', 'PASIR RIS ST 11 143', 'lease_commence_date', '1995', 'ntransactions', 55)
('adress', 'PASIR RIS ST 11 144', 'lease_commence_date', '1994', 'ntransactions', 32)
('adress', 'PASIR RIS ST 11 145', 'lease_commence_date', '1994', 'ntransactions', 34)
('adress', 'PASIR RIS ST 11 146', 'lease_commence_date', '1995', 'ntransactions', 38)
('adress', 'PASIR RIS ST 11 180', 'lease_commence_date', '1993', 'ntransactions', 34)
('adress', 'PASIR RIS ST 11 181', 'lease_commence_date', '1993', 'ntransactions', 37)
('adress', 'PASIR RIS ST 11 182', 'lease_commence_date', '1993', 'ntransactions', 27)
('adress', 'PASIR RIS ST 11 183', 'lease_commence_date', '1993', 'ntransactions', 13)
('adress', 'PASIR RIS ST 11 184', 'lease_commence_date', '1993', 'ntransactions', 27)
('adress', 'PASIR RIS ST 11 185', 'lease_commence_date', '1993', 'ntransactions', 41)
('adress', 'PASIR RIS ST 11 186', 'lease_commence_date', '1993', 'ntransactions', 27)
('adress', 'PASIR RIS ST 11 187', 'lease_commence_date', '1993', 'ntransactions', 26)
('adress', 'PASIR RIS ST 12 101', 'lease_commence_date', '1988', 'ntransactions', 64)
('adress', 'PASIR RIS ST 12 102', 'lease_commence_date', '1988', 'ntransactions', 52)
('adress', 'PASIR RIS ST 12 103', 'lease_commence_date', '1989', 'ntransactions', 37)
('adress', 'PASIR RIS ST 12 104', 'lease_commence_date', '1989', 'ntransactions', 72)
('adress', 'PASIR RIS ST 12 105', 'lease_commence_date', '1989', 'ntransactions', 48)
('adress', 'PASIR RIS ST 12 106', 'lease_commence_date', '1989', 'ntransactions', 36)
('adress', 'PASIR RIS ST 12 107', 'lease_commence_date', '1989', 'ntransactions', 40)
('adress', 'PASIR RIS ST 12 108', 'lease_commence_date', '1988', 'ntransactions', 20)
('adress', 'PASIR RIS ST 12 188', 'lease_commence_date', '1993', 'ntransactions', 57)
('adress', 'PASIR RIS ST 12 189', 'lease_commence_date', '1993', 'ntransactions', 24)
('adress', 'PASIR RIS ST 12 190', 'lease_commence_date', '1993', 'ntransactions', 56)
('adress', 'PASIR RIS ST 12 191', 'lease_commence_date', '1993', 'ntransactions', 26)
('adress', 'PASIR RIS ST 12 192', 'lease_commence_date', '1993', 'ntransactions', 41)
('adress', 'PASIR RIS ST 12 193', 'lease_commence_date', '1993', 'ntransactions', 23)
('adress', 'PASIR RIS ST 12 194', 'lease_commence_date', '1993', 'ntransactions', 35)
('adress', 'PASIR RIS ST 12 195', 'lease_commence_date', '1993', 'ntransactions', 20)
('adress', 'PASIR RIS ST 12 196', 'lease_commence_date', '1993', 'ntransactions', 27)
('adress', 'PASIR RIS ST 12 197', 'lease_commence_date', '1993', 'ntransactions', 38)
('adress', 'PASIR RIS ST 12 198', 'lease_commence_date', '1993', 'ntransactions', 33)
('adress', 'PASIR RIS ST 12 199', 'lease_commence_date', '1993', 'ntransactions', 36)
('adress', 'PASIR RIS ST 13 147', 'lease_commence_date', '1995', 'ntransactions', 37)
('adress', 'PASIR RIS ST 13 148', 'lease_commence_date', '1995', 'ntransactions', 37)
('adress', 'PASIR RIS ST 13 149', 'lease_commence_date', '1995', 'ntransactions', 42)
('adress', 'PASIR RIS ST 13 150', 'lease_commence_date', '1995', 'ntransactions', 48)
('adress', 'PASIR RIS ST 13 151', 'lease_commence_date', '1995', 'ntransactions', 28)
('adress', 'PASIR RIS ST 13 152', 'lease_commence_date', '1995', 'ntransactions', 14)
('adress', 'PASIR RIS ST 13 153', 'lease_commence_date', '1995', 'ntransactions', 13)
('adress', 'PASIR RIS ST 13 154', 'lease_commence_date', '1995', 'ntransactions', 16)
('adress', 'PASIR RIS ST 13 155', 'lease_commence_date', '1995', 'ntransactions', 22)
('adress', 'PASIR RIS ST 13 156', 'lease_commence_date', '1995', 'ntransactions', 15)
('adress', 'PASIR RIS ST 13 157', 'lease_commence_date', '1995', 'ntransactions', 16)
('adress', 'PASIR RIS ST 13 158', 'lease_commence_date', '1995', 'ntransactions', 12)
('adress', 'PASIR RIS ST 13 159', 'lease_commence_date', '1995', 'ntransactions', 16)
('adress', 'PASIR RIS ST 13 160', 'lease_commence_date', '1995', 'ntransactions', 16)
('adress', 'PASIR RIS ST 13 161', 'lease_commence_date', '1995', 'ntransactions', 10)
('adress', 'PASIR RIS ST 21 203', 'lease_commence_date', '1993', 'ntransactions', 21)
('adress', 'PASIR RIS ST 21 204', 'lease_commence_date', '1993', 'ntransactions', 23)
('adress', 'PASIR RIS ST 21 205', 'lease_commence_date', '1993', 'ntransactions', 28)
('adress', 'PASIR RIS ST 21 206', 'lease_commence_date', '1993', 'ntransactions', 21)
('adress', 'PASIR RIS ST 21 207', 'lease_commence_date', '1993', 'ntransactions', 17)
('adress', 'PASIR RIS ST 21 208', 'lease_commence_date', '1993', 'ntransactions', 29)
('adress', 'PASIR RIS ST 21 209', 'lease_commence_date', '1993', 'ntransactions', 21)
('adress', 'PASIR RIS ST 21 210', 'lease_commence_date', '1993', 'ntransactions', 43)
('adress', 'PASIR RIS ST 21 211', 'lease_commence_date', '1993', 'ntransactions', 36)
('adress', 'PASIR RIS ST 21 212', 'lease_commence_date', '1993', 'ntransactions', 57)
('adress', 'PASIR RIS ST 21 213', 'lease_commence_date', '1993', 'ntransactions', 42)
('adress', 'PASIR RIS ST 21 214', 'lease_commence_date', '1993', 'ntransactions', 39)
('adress', 'PASIR RIS ST 21 215', 'lease_commence_date', '1993', 'ntransactions', 46)
('adress', 'PASIR RIS ST 21 216', 'lease_commence_date', '1993', 'ntransactions', 58)
('adress', 'PASIR RIS ST 21 217', 'lease_commence_date', '1993', 'ntransactions', 25)
('adress', 'PASIR RIS ST 21 218', 'lease_commence_date', '1993', 'ntransactions', 20)
('adress', 'PASIR RIS ST 21 219', 'lease_commence_date', '1993', 'ntransactions', 24)
('adress', 'PASIR RIS ST 21 220', 'lease_commence_date', '1993', 'ntransactions', 33)
('adress', 'PASIR RIS ST 21 221', 'lease_commence_date', '1993', 'ntransactions', 35)
('adress', 'PASIR RIS ST 21 222', 'lease_commence_date', '1993', 'ntransactions', 21)
('adress', 'PASIR RIS ST 21 223', 'lease_commence_date', '1993', 'ntransactions', 31)
('adress', 'PASIR RIS ST 21 224', 'lease_commence_date', '1993', 'ntransactions', 36)
('adress', 'PASIR RIS ST 21 225', 'lease_commence_date', '1993', 'ntransactions', 25)
('adress', 'PASIR RIS ST 21 226', 'lease_commence_date', '1993', 'ntransactions', 57)
('adress', 'PASIR RIS ST 21 227', 'lease_commence_date', '1993', 'ntransactions', 45)
('adress', 'PASIR RIS ST 21 228', 'lease_commence_date', '1993', 'ntransactions', 44)
('adress', 'PASIR RIS ST 21 229', 'lease_commence_date', '1993', 'ntransactions', 52)
('adress', 'PASIR RIS ST 21 230', 'lease_commence_date', '1993', 'ntransactions', 67)
('adress', 'PASIR RIS ST 21 235', 'lease_commence_date', '1993', 'ntransactions', 27)
('adress', 'PASIR RIS ST 21 236', 'lease_commence_date', '1993', 'ntransactions', 23)
('adress', 'PASIR RIS ST 21 237', 'lease_commence_date', '1993', 'ntransactions', 28)
('adress', 'PASIR RIS ST 21 238', 'lease_commence_date', '1993', 'ntransactions', 23)
('adress', 'PASIR RIS ST 21 239', 'lease_commence_date', '1993', 'ntransactions', 23)
('adress', 'PASIR RIS ST 21 240', 'lease_commence_date', '1993', 'ntransactions', 26)
('adress', 'PASIR RIS ST 21 241', 'lease_commence_date', '1993', 'ntransactions', 20)
('adress', 'PASIR RIS ST 21 242', 'lease_commence_date', '1993', 'ntransactions', 20)
('adress', 'PASIR RIS ST 21 243', 'lease_commence_date', '1993', 'ntransactions', 23)
('adress', 'PASIR RIS ST 21 244', 'lease_commence_date', '1993', 'ntransactions', 24)
('adress', 'PASIR RIS ST 21 245', 'lease_commence_date', '1993', 'ntransactions', 22)
('adress', 'PASIR RIS ST 21 246', 'lease_commence_date', '1993', 'ntransactions', 22)
('adress', 'PASIR RIS ST 21 247', 'lease_commence_date', '1993', 'ntransactions', 22)
('adress', 'PASIR RIS ST 21 248', 'lease_commence_date', '1993', 'ntransactions', 19)
('adress', 'PASIR RIS ST 21 249', 'lease_commence_date', '1993', 'ntransactions', 21)
('adress', 'PASIR RIS ST 21 250', 'lease_commence_date', '1993', 'ntransactions', 22)
('adress', 'PASIR RIS ST 21 251', 'lease_commence_date', '1993', 'ntransactions', 26)
('adress', 'PASIR RIS ST 21 252', 'lease_commence_date', '1993', 'ntransactions', 24)
('adress', 'PASIR RIS ST 21 253', 'lease_commence_date', '1993', 'ntransactions', 31)
('adress', 'PASIR RIS ST 21 254', 'lease_commence_date', '1993', 'ntransactions', 29)
('adress', 'PASIR RIS ST 21 255', 'lease_commence_date', '1993', 'ntransactions', 32)
('adress', 'PASIR RIS ST 21 256', 'lease_commence_date', '1993', 'ntransactions', 27)
('adress', 'PASIR RIS ST 21 257', 'lease_commence_date', '1993', 'ntransactions', 24)
('adress', 'PASIR RIS ST 21 266', 'lease_commence_date', '1994', 'ntransactions', 20)
('adress', 'PASIR RIS ST 21 267', 'lease_commence_date', '1994', 'ntransactions', 10)
